MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO
605076000,2025-09-05,04:10:46,Alger (Algiers)
605056210,2025-09-05,04:10:46,Alger (Algiers)
605086016,2025-09-05,04:10:46,Alger (Algiers)
605086010,2025-09-05,04:10:46,Alger (Algiers)
605086015,2025-09-05,04:10:46,Alger (Algiers)
352002804,2025-09-05,04:10:46,Alger (Algiers)
605176081,2025-09-05,04:10:46,Alger (Algiers)
352005420,2025-09-05,04:10:46,Alger (Algiers)
636023314,2025-09-05,04:10:46,Alger (Algiers)
636024753,2025-09-05,04:10:46,Alger (Algiers)
412043240,2025-09-05,04:10:46,Arzew
538004901,2025-09-05,04:10:46,Arzew
605266428,2025-09-05,04:10:46,Arzew
372990000,2025-09-05,04:10:46,Arzew
605106423,2025-09-05,04:10:46,Arzew
215910000,2025-09-05,04:10:46,Arzew
677019800,2025-09-05,04:10:46,Arzew
636012377,2025-09-05,04:10:46,Arzew
375778000,2025-09-05,04:10:46,Arzew
605116740,2025-09-05,04:10:46,Arzew
352001774,2025-09-05,04:10:46,Ghazaouet
352978144,2025-09-05,04:10:46,Mostaganem
405000420,2025-09-05,04:10:46,Mostaganem
577138000,2025-09-05,04:10:46,Mostaganem
605076261,2025-09-05,04:10:46,Oran
605086011,2025-09-05,04:10:46,Oran
538011126,2025-09-05,04:10:46,Oran
352003075,2025-09-05,04:10:46,Oran
605000000,2025-09-05,04:10:46,Oran
357321000,2025-09-05,04:10:46,Oran
605046150,2025-09-05,04:10:46,Oran
667002297,2025-09-05,04:10:46,Oran
605086020,2025-09-05,04:10:46,Oran
538010518,2025-09-05,04:10:46,Oran
677028100,2025-09-05,04:10:46,Dumyat (Damietta)
622177207,2025-09-05,04:10:46,Dumyat (Damietta)
538005208,2025-09-05,04:10:46,Dumyat (Damietta)
622177202,2025-09-05,04:10:46,Dumyat (Damietta)
622177219,2025-09-05,04:10:46,Dumyat (Damietta)
622177206,2025-09-05,04:10:46,Dumyat (Damietta)
341940001,2025-09-05,04:10:46,Dumyat (Damietta)
622177208,2025-09-05,04:10:46,Dumyat (Damietta)
247324600,2025-09-05,04:10:46,Dumyat (Damietta)
622177216,2025-09-05,04:10:46,Dumyat (Damietta)
622112844,2025-09-05,04:10:46,El Iskandariya (Alexandria)
636020467,2025-09-05,04:10:46,El Iskandariya (Alexandria)
370998000,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622112887,2025-09-05,04:10:46,El Iskandariya (Alexandria)
677064000,2025-09-05,04:10:46,El Iskandariya (Alexandria)
352524000,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622112849,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622112832,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622000000,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622112864,2025-09-05,04:10:46,El Iskandariya (Alexandria)
622110690,2025-09-05,04:10:46,Sokhna Port
477007300,2025-09-05,04:10:46,Sokhna Port
636022060,2025-09-05,04:10:46,Sokhna Port
352004738,2025-09-05,04:10:46,Sokhna Port
477157300,2025-09-05,04:10:46,Sokhna Port
311000676,2025-09-05,04:10:46,Sokhna Port
563164800,2025-09-05,04:10:46,Sokhna Port
622112884,2025-09-05,04:10:46,El Dekheila
622112202,2025-09-05,04:10:46,El Dekheila
622112837,2025-09-05,04:10:46,El Dekheila
636016478,2025-09-05,04:10:46,El Dekheila
622112891,2025-09-05,04:10:46,El Dekheila
622122280,2025-09-05,04:10:46,El Dekheila
622112833,2025-09-05,04:10:46,El Dekheila
622122279,2025-09-05,04:10:46,El Dekheila
312004000,2025-09-05,04:10:46,El Dekheila
277590000,2025-09-05,04:10:46,El Dekheila
209289000,2025-09-05,04:10:46,Port Said
622110353,2025-09-05,04:10:46,Port Said
240057900,2025-09-05,04:10:46,Port Said
240651100,2025-09-05,04:10:46,Port Said
622107228,2025-09-05,04:10:46,Port Said
622108775,2025-09-05,04:10:46,Port Said
622104701,2025-09-05,04:10:46,Port Said
341624000,2025-09-05,04:10:46,Port Said
622097325,2025-09-05,04:10:46,Port Said
622100600,2025-09-05,04:10:46,Port Said
232050688,2025-09-05,04:10:46,Bizerte
304366000,2025-09-05,04:10:46,Bizerte
566255000,2025-09-05,04:10:46,Bizerte
305842000,2025-09-05,04:10:46,Bizerte
6725030,2025-09-05,04:10:46,Bizerte
672585000,2025-09-05,04:10:46,Bizerte
255916290,2025-09-05,04:10:46,Bizerte
352002790,2025-09-05,04:10:46,Bizerte
341501001,2025-09-05,04:10:46,Sfax
538004100,2025-09-05,04:10:46,Sfax
636020435,2025-09-05,04:10:46,Sfax
304959000,2025-09-05,04:10:46,Sfax
636021701,2025-09-05,04:10:46,Sousse
672707000,2025-09-05,04:10:46,Sousse
305433000,2025-09-05,04:10:46,Sousse
312591000,2025-09-05,04:10:46,Sousse
672263000,2025-09-05,04:10:46,Tunis
672247000,2025-09-05,04:10:46,Tunis
242410400,2025-09-05,04:10:46,Tunis
219034351,2025-09-05,04:10:46,Tunis
620999605,2025-09-05,04:10:46,Tunis
672262000,2025-09-05,04:10:46,Tunis
538007572,2025-09-05,04:10:46,Tunis
538006867,2025-09-05,04:10:46,Tunis
672718000,2025-09-05,04:10:46,Tunis
255806270,2025-09-05,04:10:46,Tunis
334410000,2025-09-05,04:10:46,Casablanca
242000201,2025-09-05,04:10:46,Casablanca
245383000,2025-09-05,04:10:46,Casablanca
242000321,2025-09-05,04:10:46,Casablanca
242133100,2025-09-05,04:10:46,Casablanca
242575000,2025-09-05,04:10:46,Casablanca
209005000,2025-09-05,04:10:46,Casablanca
376937000,2025-09-05,04:10:46,Casablanca
242416400,2025-09-05,04:10:46,Casablanca
242152100,2025-09-05,04:10:46,Casablanca
242187200,2025-09-05,04:10:46,Agadir
312149000,2025-09-05,04:10:46,Agadir
242907000,2025-09-05,04:10:46,Agadir
242562000,2025-09-05,04:10:46,Agadir
242958300,2025-09-05,04:10:46,Agadir
242449400,2025-09-05,04:10:46,Agadir
242111400,2025-09-05,04:10:46,Agadir
242017400,2025-09-05,04:10:46,Agadir
242531300,2025-09-05,04:10:46,Agadir
636015094,2025-09-05,04:10:46,Agadir
242053000,2025-09-05,04:10:46,Nador
242111111,2025-09-05,04:10:46,Nador
242191400,2025-09-05,04:10:46,Nador
242709200,2025-09-05,04:10:46,Nador
232006578,2025-09-05,04:10:46,Nador
255806260,2025-09-05,04:10:46,Nador
538004922,2025-09-05,04:10:46,Nador
242530300,2025-09-05,04:10:46,Nador
253000159,2025-09-05,04:10:46,Nador
242228000,2025-09-05,04:10:46,Tanger Med
210707000,2025-09-05,04:10:46,Tanger Med
209405000,2025-09-05,04:10:46,Tanger Med
242562300,2025-09-05,04:10:46,Tanger Med 
242354400,2025-09-05,04:10:46,Tanger Med 
242905000,2025-09-05,04:10:46,Tanger Med 
242386400,2025-09-05,04:10:46,Tanger Med 
538011722,2025-09-05,04:10:46,Tanger Med 
209819000,2025-09-05,04:10:46,Tanger Med 
249250000,2025-09-05,04:10:46,Tanger Med 
242906000,2025-09-05,04:10:46,Tanger Med 
242903000,2025-09-05,04:10:46,Tanger Med 
314001014,2025-09-05,04:10:46,Tanger Med 
357260000,2025-09-05,04:10:46,Abidjan
351862000,2025-09-05,04:10:46,Abidjan
414585000,2025-09-05,04:10:46,Abidjan
636092982,2025-09-05,04:10:46,Abidjan
305394000,2025-09-05,04:10:46,Abidjan
247451600,2025-09-05,04:10:46,Abidjan
636013068,2025-09-05,04:10:46,Abidjan
636020592,2025-09-05,04:10:46,Abidjan
538011365,2025-09-05,04:10:46,Abidjan
354751000,2025-09-05,04:10:46,Abidjan
277397000,2025-09-05,04:10:46,Pointe Noire
352001654,2025-09-05,04:10:46,Pointe Noire
355989000,2025-09-05,04:10:46,Pointe Noire
636016321,2025-09-05,04:10:46,Pointe Noire
563186200,2025-09-05,04:10:46,Beira
352003904,2025-09-05,04:10:46,Maputo
538005708,2025-09-05,04:10:46,Maputo
563088500,2025-09-05,04:10:46,Maputo
538090647,2025-09-05,04:10:46,Maputo
255805661,2025-09-05,04:10:46,Nacala
314501000,2025-09-05,04:10:46,Mombasa
405000340,2025-09-05,04:10:46,Mombasa
636020610,2025-09-05,04:10:46,Mombasa
636018629,2025-09-05,04:10:46,Mombasa
563224400,2025-09-05,04:10:46,Mombasa
477049100,2025-09-05,04:10:46,Mombasa
259023000,2025-09-05,04:10:46,Mombasa
538003114,2025-09-05,04:10:46,Mombasa
