MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO
341414000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
677085700,2025-09-08,21:11:29,El Iskandariya (Alexandria)
354380000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
259153000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
563143600,2025-09-08,21:11:29,El Iskandariya (Alexandria)
255915612,2025-09-08,21:11:29,El Iskandariya (Alexandria)
373526000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
215421000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622122280,2025-09-08,21:11:29,El Iskandariya (Alexandria)
636021153,2025-09-08,21:11:29,El Iskandariya (Alexandria)
373028000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
352001957,2025-09-08,21:11:29,El Iskandariya (Alexandria)
538004748,2025-09-08,21:11:29,El Iskandariya (Alexandria)
229685000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
370998000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
636020280,2025-09-08,21:11:29,El Iskandariya (Alexandria)
246360000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
671073100,2025-09-08,21:11:29,El Iskandariya (Alexandria)
372375000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
630001073,2025-09-08,21:11:29,El Iskandariya (Alexandria)
671012100,2025-09-08,21:11:29,El Iskandariya (Alexandria)
511100715,2025-09-08,21:11:29,El Iskandariya (Alexandria)
538004714,2025-09-08,21:11:29,El Iskandariya (Alexandria)
257113350,2025-09-08,21:11:29,El Iskandariya (Alexandria)
477147800,2025-09-08,21:11:29,El Iskandariya (Alexandria)
538008454,2025-09-08,21:11:29,El Iskandariya (Alexandria)
207138000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
373923000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112839,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112860,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622121071,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112886,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112879,2025-09-08,21:11:29,El Iskandariya (Alexandria)
235090537,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112880,2025-09-08,21:11:29,El Iskandariya (Alexandria)
341824001,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622121525,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622112887,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622139002,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622121215,2025-09-08,21:11:29,El Iskandariya (Alexandria)
372296000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
352001636,2025-09-08,21:11:29,El Iskandariya (Alexandria)
667001599,2025-09-08,21:11:29,El Iskandariya (Alexandria)
677028000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
636020467,2025-09-08,21:11:29,El Iskandariya (Alexandria)
341266002,2025-09-08,21:11:29,El Iskandariya (Alexandria)
314725000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
622000000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
312631000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
374959000,2025-09-08,21:11:29,El Iskandariya (Alexandria)
412017370,2025-09-08,21:11:29,Tema
538005930,2025-09-08,21:11:29,Tema
304693000,2025-09-08,21:11:29,Tema
538011406,2025-09-08,21:11:29,Tema
414430000,2025-09-08,21:11:29,Tema
374854000,2025-09-08,21:11:29,Tema
373517000,2025-09-08,21:11:29,Tema
538010438,2025-09-08,21:11:29,Tema
257596000,2025-09-08,21:11:29,Tema
244180240,2025-09-08,21:11:29,El Dekheila
354463000,2025-09-08,21:11:29,El Dekheila
314969000,2025-09-08,21:11:29,El Dekheila
538008537,2025-09-08,21:11:29,El Dekheila
352002186,2025-09-08,21:11:29,El Dekheila
636024333,2025-09-08,21:11:29,El Dekheila
667002357,2025-09-08,21:11:29,El Dekheila
372676000,2025-09-08,21:11:29,El Dekheila
667001716,2025-09-08,21:11:29,El Dekheila
215552000,2025-09-08,21:11:29,El Dekheila
477027400,2025-09-08,21:11:29,El Dekheila
636016478,2025-09-08,21:11:29,El Dekheila
622112837,2025-09-08,21:11:29,El Dekheila
622112833,2025-09-08,21:11:29,El Dekheila
622122279,2025-09-08,21:11:29,El Dekheila
622112202,2025-09-08,21:11:29,El Dekheila
622112891,2025-09-08,21:11:29,El Dekheila
255916279,2025-09-08,21:11:29,El Dekheila
312514000,2025-09-08,21:11:29,Port Said
622107476,2025-09-08,21:11:29,Port Said
256619000,2025-09-08,21:11:29,Port Said
622123257,2025-09-08,21:11:29,Port Said
311000683,2025-09-08,21:11:29,Port Said
622123255,2025-09-08,21:11:29,Port Said
622123252,2025-09-08,21:11:29,Port Said
622106550,2025-09-08,21:11:29,Port Said
215194000,2025-09-08,21:11:29,Port Said
370106000,2025-09-08,21:11:29,Port Said
622107226,2025-09-08,21:11:29,Port Said
314541000,2025-09-08,21:11:29,Port Said
622107054,2025-09-08,21:11:29,Port Said
622103675,2025-09-08,21:11:29,Port Said
622108375,2025-09-08,21:11:29,Port Said
438036102,2025-09-08,21:11:29,Port Said
622107051,2025-09-08,21:11:29,Port Said
622104701,2025-09-08,21:11:29,Port Said
341624000,2025-09-08,21:11:29,Port Said
622123242,2025-09-08,21:11:29,Port Said
622100625,2025-09-08,21:11:29,Port Said
622098850,2025-09-08,21:11:29,Port Said
622112005,2025-09-08,21:11:29,Port Said
622123202,2025-09-08,21:11:29,Port Said
622110382,2025-09-08,21:11:29,Port Said
622110357,2025-09-08,21:11:29,Port Said
622107228,2025-09-08,21:11:29,Port Said
622108775,2025-09-08,21:11:29,Port Said
622121517,2025-09-08,21:11:29,Port Said
622108427,2025-09-08,21:11:29,Port Said
438000088,2025-09-08,21:11:29,Port Said
622123264,2025-09-08,21:11:29,Port Said
622110353,2025-09-08,21:11:29,Port Said
240057900,2025-09-08,21:11:29,Port Said
240651100,2025-09-08,21:11:29,Port Said
622104975,2025-09-08,21:11:29,Port Said
620800041,2025-09-08,21:11:29,Port Said
622122203,2025-09-08,21:11:29,Ras Shukhier
667957000,2025-09-08,21:11:29,Al Arish
312321000,2025-09-08,21:11:29,Al Arish
311000557,2025-09-08,21:11:29,Al Arish
352002159,2025-09-08,21:11:29,Al Arish
356108000,2025-09-08,21:11:29,Al Arish
341200001,2025-09-08,21:11:29,Al Arish
622112003,2025-09-08,21:11:29,Al Arish
622112001,2025-09-08,21:11:29,Al Arish
630001026,2025-09-08,21:11:29,El-Adabiya
477091600,2025-09-08,21:11:29,El-Adabiya
511100176,2025-09-08,21:11:29,El-Adabiya
413398860,2025-09-08,21:11:29,El-Adabiya
636023197,2025-09-08,21:11:29,El-Adabiya
668116214,2025-09-08,21:11:29,El-Adabiya
405000293,2025-09-08,21:11:29,El-Adabiya
630001089,2025-09-08,21:11:29,El-Adabiya
533875000,2025-09-08,21:11:29,El-Adabiya
622109401,2025-09-08,21:11:29,Abu Qir
636023662,2025-09-08,21:11:29,Abu Qir
636015975,2025-09-08,21:11:29,Abu Qir
352002379,2025-09-08,21:11:29,Abu Qir
235077287,2025-09-08,21:11:29,Abu Qir
314542000,2025-09-08,21:11:29,Abu Qir
636022008,2025-09-08,21:11:29,Abu Qir
577599000,2025-09-08,21:11:29,Abu Qir
312220000,2025-09-08,21:11:29,Abu Qir
636023587,2025-09-08,21:11:29,Abu Qir
636023586,2025-09-08,21:11:29,Abu Qir
622121526,2025-09-08,21:11:29,Abu Qir
622121527,2025-09-08,21:11:29,Abu Qir
511100629,2025-09-08,21:11:29,Abu Qir
622120120,2025-09-08,21:11:29,Abu Qir
240272500,2025-09-08,21:11:29,Abu Qir
620679000,2025-09-08,21:11:29,Abu Qir
352004331,2025-09-08,21:11:29,Abu Qir
622110348,2025-09-08,21:11:29,Abu Qir
341343002,2025-09-08,21:11:29,Abu Qir
622123248,2025-09-08,21:11:29,El Ismailiya
622123256,2025-09-08,21:11:29,El Ismailiya
622123201,2025-09-08,21:11:29,El Ismailiya
622123249,2025-09-08,21:11:29,El Ismailiya
622154666,2025-09-08,21:11:29,El Ismailiya
622123208,2025-09-08,21:11:29,El Ismailiya
636019898,2025-09-08,21:11:29,Dumyat (Damietta)
249189000,2025-09-08,21:11:29,Dumyat (Damietta)
248338000,2025-09-08,21:11:29,Dumyat (Damietta)
341267001,2025-09-08,21:11:29,Dumyat (Damietta)
636023250,2025-09-08,21:11:29,Dumyat (Damietta)
255806521,2025-09-08,21:11:29,Dumyat (Damietta)
312119000,2025-09-08,21:11:29,Dumyat (Damietta)
373474000,2025-09-08,21:11:29,Dumyat (Damietta)
305994000,2025-09-08,21:11:29,Dumyat (Damietta)
511100209,2025-09-08,21:11:29,Dumyat (Damietta)
630001001,2025-09-08,21:11:29,Dumyat (Damietta)
334019000,2025-09-08,21:11:29,Dumyat (Damietta)
622110051,2025-09-08,21:11:29,Dumyat (Damietta)
511986000,2025-09-08,21:11:29,Dumyat (Damietta)
671043100,2025-09-08,21:11:29,Dumyat (Damietta)
636022137,2025-09-08,21:11:29,Dumyat (Damietta)
538011655,2025-09-08,21:11:29,Dumyat (Damietta)
538005874,2025-09-08,21:11:29,Dumyat (Damietta)
636023122,2025-09-08,21:11:29,Dumyat (Damietta)
341940001,2025-09-08,21:11:29,Dumyat (Damietta)
636021836,2025-09-08,21:11:29,Dumyat (Damietta)
352002172,2025-09-08,21:11:29,Dumyat (Damietta)
353157000,2025-09-08,21:11:29,Dumyat (Damietta)
352005824,2025-09-08,21:11:29,Dumyat (Damietta)
354327000,2025-09-08,21:11:29,Dumyat (Damietta)
622177217,2025-09-08,21:11:29,Dumyat (Damietta)
622177219,2025-09-08,21:11:29,Dumyat (Damietta)
622177216,2025-09-08,21:11:29,Dumyat (Damietta)
622177218,2025-09-08,21:11:29,Dumyat (Damietta)
622177205,2025-09-08,21:11:29,Dumyat (Damietta)
622177206,2025-09-08,21:11:29,Dumyat (Damietta)
622177207,2025-09-08,21:11:29,Dumyat (Damietta)
622177202,2025-09-08,21:11:29,Dumyat (Damietta)
622177208,2025-09-08,21:11:29,Dumyat (Damietta)
636022490,2025-09-08,21:11:29,Sokhna Port
